,Player 1,Player 2,Number of Rounds,Game Type,Player 1 Score,Player 2 Score
430,Two tits for a tat,Tit for a tat,23,Beta = 0.95,69,69
431,Two tits for a tat,Tit for a tat,67,Beta = 0.99,201,201
432,Two tits for a tat,Tit for a tat,1,Beta = 0.9,3,3
433,Two tits for a tat,Tit for a tat,12,Beta = 0.95,36,36
434,Two tits for a tat,Tit for a tat,160,Beta = 0.99,480,480
435,Two tits for a tat,Tit for a tat,12,Beta = 0.9,36,36
436,Two tits for a tat,Tit for a tat,26,Beta = 0.95,78,78
437,Two tits for a tat,Tit for a tat,96,Beta = 0.99,288,288
438,Two tits for a tat,Tit for a tat,7,Beta = 0.9,21,21
439,Two tits for a tat,Tit for a tat,8,Beta = 0.95,24,24
440,Two tits for a tat,Tit for a tat,8,Beta = 0.99,24,24
441,Two tits for a tat,Tit for a tat,1,Beta = 0.9,3,3
442,Two tits for a tat,Tit for a tat,20,Beta = 0.95,60,60
443,Two tits for a tat,Tit for a tat,188,Beta = 0.99,564,564
444,Two tits for a tat,Tit for a tat,4,Beta = 0.9,12,12
445,Two tits for a tat,Tit for a tat,32,Beta = 0.95,96,96
446,Two tits for a tat,Tit for a tat,18,Beta = 0.99,54,54
447,Two tits for a tat,Tit for a tat,1,Beta = 0.9,3,3
448,Two tits for a tat,Tit for a tat,5,Beta = 0.95,15,15
449,Two tits for a tat,Tit for a tat,175,Beta = 0.99,525,525
450,Two tits for a tat,Tit for a tat,2,Beta = 0.9,6,6
451,Two tits for a tat,Tit for a tat,9,Beta = 0.95,27,27
452,Two tits for a tat,Tit for a tat,2,Beta = 0.99,6,6
453,Two tits for a tat,Tit for a tat,1,Beta = 0.9,3,3
454,Two tits for a tat,Tit for a tat,9,Beta = 0.95,27,27
455,Two tits for a tat,Tit for a tat,46,Beta = 0.99,138,138
456,Two tits for a tat,Tit for a tat,4,Beta = 0.9,12,12
457,Two tits for a tat,Tit for a tat,68,Beta = 0.95,204,204
458,Two tits for a tat,Tit for a tat,109,Beta = 0.99,327,327
459,Two tits for a tat,Tit for a tat,6,Beta = 0.9,18,18
460,Two tits for a tat,Tit for a tat,19,Beta = 0.95,57,57
461,Two tits for a tat,Tit for a tat,124,Beta = 0.99,372,372
462,Two tits for a tat,Tit for a tat,4,Beta = 0.9,12,12
463,Two tits for a tat,Tit for a tat,8,Beta = 0.95,24,24
464,Two tits for a tat,Tit for a tat,99,Beta = 0.99,297,297
465,Two tits for a tat,Tit for two tats,5,5 rounds,15,15
466,Two tits for a tat,Tit for two tats,100,100 rounds,300,300
467,Two tits for a tat,Tit for two tats,200,200 rounds,600,600
468,Two tits for a tat,Tit for two tats,1,Beta = 0.9,3,3
469,Two tits for a tat,Tit for two tats,12,Beta = 0.95,36,36
470,Two tits for a tat,Tit for two tats,111,Beta = 0.99,333,333
471,Two tits for a tat,Tit for two tats,5,Beta = 0.9,15,15
472,Two tits for a tat,Tit for two tats,54,Beta = 0.95,162,162
473,Two tits for a tat,Tit for two tats,372,Beta = 0.99,1116,1116
474,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
475,Two tits for a tat,Tit for two tats,18,Beta = 0.95,54,54
476,Two tits for a tat,Tit for two tats,164,Beta = 0.99,492,492
477,Two tits for a tat,Tit for two tats,8,Beta = 0.9,24,24
478,Two tits for a tat,Tit for two tats,50,Beta = 0.95,150,150
479,Two tits for a tat,Tit for two tats,25,Beta = 0.99,75,75
480,Two tits for a tat,Tit for two tats,11,Beta = 0.9,33,33
481,Two tits for a tat,Tit for two tats,17,Beta = 0.95,51,51
482,Two tits for a tat,Tit for two tats,127,Beta = 0.99,381,381
483,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
484,Two tits for a tat,Tit for two tats,16,Beta = 0.95,48,48
485,Two tits for a tat,Tit for two tats,31,Beta = 0.99,93,93
486,Two tits for a tat,Tit for two tats,3,Beta = 0.9,9,9
487,Two tits for a tat,Tit for two tats,1,Beta = 0.95,3,3
488,Two tits for a tat,Tit for two tats,11,Beta = 0.99,33,33
489,Two tits for a tat,Tit for two tats,5,Beta = 0.9,15,15
490,Two tits for a tat,Tit for two tats,3,Beta = 0.95,9,9
491,Two tits for a tat,Tit for two tats,78,Beta = 0.99,234,234
492,Two tits for a tat,Tit for two tats,4,Beta = 0.9,12,12
493,Two tits for a tat,Tit for two tats,38,Beta = 0.95,114,114
494,Two tits for a tat,Tit for two tats,12,Beta = 0.99,36,36
495,Two tits for a tat,Tit for two tats,11,Beta = 0.9,33,33
496,Two tits for a tat,Tit for two tats,4,Beta = 0.95,12,12
497,Two tits for a tat,Tit for two tats,70,Beta = 0.99,210,210
498,Two tits for a tat,Tit for two tats,1,Beta = 0.9,3,3
499,Two tits for a tat,Tit for two tats,1,Beta = 0.95,3,3
500,Two tits for a tat,Tit for two tats,11,Beta = 0.99,33,33
501,Two tits for a tat,Tit for two tats,1,Beta = 0.9,3,3
502,Two tits for a tat,Tit for two tats,18,Beta = 0.95,54,54
503,Two tits for a tat,Tit for two tats,111,Beta = 0.99,333,333
504,Two tits for a tat,Tit for two tats,9,Beta = 0.9,27,27
505,Two tits for a tat,Tit for two tats,13,Beta = 0.95,39,39
506,Two tits for a tat,Tit for two tats,115,Beta = 0.99,345,345
507,Two tits for a tat,Tit for two tats,11,Beta = 0.9,33,33
508,Two tits for a tat,Tit for two tats,16,Beta = 0.95,48,48
509,Two tits for a tat,Tit for two tats,18,Beta = 0.99,54,54
510,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
511,Two tits for a tat,Tit for two tats,20,Beta = 0.95,60,60
512,Two tits for a tat,Tit for two tats,33,Beta = 0.99,99,99
513,Two tits for a tat,Tit for two tats,5,Beta = 0.9,15,15
514,Two tits for a tat,Tit for two tats,41,Beta = 0.95,123,123
515,Two tits for a tat,Tit for two tats,219,Beta = 0.99,657,657
516,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
517,Two tits for a tat,Tit for two tats,104,Beta = 0.95,312,312
518,Two tits for a tat,Tit for two tats,43,Beta = 0.99,129,129
519,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
520,Two tits for a tat,Tit for two tats,9,Beta = 0.95,27,27
521,Two tits for a tat,Tit for two tats,5,Beta = 0.99,15,15
522,Two tits for a tat,Tit for two tats,4,Beta = 0.9,12,12
523,Two tits for a tat,Tit for two tats,11,Beta = 0.95,33,33
524,Two tits for a tat,Tit for two tats,12,Beta = 0.99,36,36
525,Two tits for a tat,Tit for two tats,8,Beta = 0.9,24,24
526,Two tits for a tat,Tit for two tats,16,Beta = 0.95,48,48
527,Two tits for a tat,Tit for two tats,143,Beta = 0.99,429,429
528,Two tits for a tat,Tit for two tats,5,Beta = 0.9,15,15
529,Two tits for a tat,Tit for two tats,47,Beta = 0.95,141,141
530,Two tits for a tat,Tit for two tats,139,Beta = 0.99,417,417
531,Two tits for a tat,Tit for two tats,4,Beta = 0.9,12,12
532,Two tits for a tat,Tit for two tats,3,Beta = 0.95,9,9
533,Two tits for a tat,Tit for two tats,26,Beta = 0.99,78,78
534,Two tits for a tat,Tit for two tats,6,Beta = 0.9,18,18
535,Two tits for a tat,Tit for two tats,12,Beta = 0.95,36,36
536,Two tits for a tat,Tit for two tats,241,Beta = 0.99,723,723
537,Two tits for a tat,Tit for two tats,3,Beta = 0.9,9,9
538,Two tits for a tat,Tit for two tats,7,Beta = 0.95,21,21
539,Two tits for a tat,Tit for two tats,112,Beta = 0.99,336,336
540,Two tits for a tat,Tit for two tats,3,Beta = 0.9,9,9
541,Two tits for a tat,Tit for two tats,3,Beta = 0.95,9,9
542,Two tits for a tat,Tit for two tats,95,Beta = 0.99,285,285
543,Two tits for a tat,Tit for two tats,2,Beta = 0.9,6,6
544,Two tits for a tat,Tit for two tats,39,Beta = 0.95,117,117
545,Two tits for a tat,Tit for two tats,205,Beta = 0.99,615,615
546,Two tits for a tat,Tit for two tats,3,Beta = 0.9,9,9
547,Two tits for a tat,Tit for two tats,2,Beta = 0.95,6,6
548,Two tits for a tat,Tit for two tats,46,Beta = 0.99,138,138
549,Two tits for a tat,Tit for two tats,1,Beta = 0.9,3,3
550,Two tits for a tat,Tit for two tats,15,Beta = 0.95,45,45
551,Two tits for a tat,Tit for two tats,140,Beta = 0.99,420,420
552,Two tits for a tat,Tit for two tats,5,Beta = 0.9,15,15
553,Two tits for a tat,Tit for two tats,105,Beta = 0.95,315,315
554,Two tits for a tat,Tit for two tats,109,Beta = 0.99,327,327
555,Two tits for a tat,Tit for two tats,7,Beta = 0.9,21,21
556,Two tits for a tat,Tit for two tats,23,Beta = 0.95,69,69
557,Two tits for a tat,Tit for two tats,3,Beta = 0.99,9,9
558,Two tits for a tat,Pavlov strategy,5,5 rounds,15,15
559,Two tits for a tat,Pavlov strategy,100,100 rounds,300,300
560,Two tits for a tat,Pavlov strategy,200,200 rounds,600,600
561,Two tits for a tat,Pavlov strategy,11,Beta = 0.9,33,33
562,Two tits for a tat,Pavlov strategy,10,Beta = 0.95,30,30
563,Two tits for a tat,Pavlov strategy,93,Beta = 0.99,279,279
564,Two tits for a tat,Pavlov strategy,2,Beta = 0.9,6,6
565,Two tits for a tat,Pavlov strategy,23,Beta = 0.95,69,69
566,Two tits for a tat,Pavlov strategy,3,Beta = 0.99,9,9
567,Two tits for a tat,Pavlov strategy,1,Beta = 0.9,3,3
568,Two tits for a tat,Pavlov strategy,8,Beta = 0.95,24,24
569,Two tits for a tat,Pavlov strategy,27,Beta = 0.99,81,81
570,Two tits for a tat,Pavlov strategy,6,Beta = 0.9,18,18
571,Two tits for a tat,Pavlov strategy,25,Beta = 0.95,75,75
572,Two tits for a tat,Pavlov strategy,64,Beta = 0.99,192,192
573,Two tits for a tat,Pavlov strategy,3,Beta = 0.9,9,9
574,Two tits for a tat,Pavlov strategy,45,Beta = 0.95,135,135
575,Two tits for a tat,Pavlov strategy,98,Beta = 0.99,294,294
576,Two tits for a tat,Pavlov strategy,3,Beta = 0.9,9,9
577,Two tits for a tat,Pavlov strategy,18,Beta = 0.95,54,54
578,Two tits for a tat,Pavlov strategy,308,Beta = 0.99,924,924
579,Two tits for a tat,Pavlov strategy,3,Beta = 0.9,9,9
580,Two tits for a tat,Pavlov strategy,13,Beta = 0.95,39,39
581,Two tits for a tat,Pavlov strategy,6,Beta = 0.99,18,18
582,Two tits for a tat,Pavlov strategy,2,Beta = 0.9,6,6
583,Two tits for a tat,Pavlov strategy,10,Beta = 0.95,30,30
584,Two tits for a tat,Pavlov strategy,31,Beta = 0.99,93,93
585,Two tits for a tat,Pavlov strategy,8,Beta = 0.9,24,24
586,Two tits for a tat,Pavlov strategy,83,Beta = 0.95,249,249
587,Two tits for a tat,Pavlov strategy,103,Beta = 0.99,309,309
588,Two tits for a tat,Pavlov strategy,10,Beta = 0.9,30,30
589,Two tits for a tat,Pavlov strategy,1,Beta = 0.95,3,3
590,Two tits for a tat,Pavlov strategy,163,Beta = 0.99,489,489
591,Two tits for a tat,Pavlov strategy,3,Beta = 0.9,9,9
592,Two tits for a tat,Pavlov strategy,1,Beta = 0.95,3,3
593,Two tits for a tat,Pavlov strategy,31,Beta = 0.99,93,93
594,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
595,Two tits for a tat,Pavlov strategy,26,Beta = 0.95,78,78
596,Two tits for a tat,Pavlov strategy,69,Beta = 0.99,207,207
597,Two tits for a tat,Pavlov strategy,20,Beta = 0.9,60,60
598,Two tits for a tat,Pavlov strategy,2,Beta = 0.95,6,6
599,Two tits for a tat,Pavlov strategy,63,Beta = 0.99,189,189
600,Two tits for a tat,Pavlov strategy,1,Beta = 0.9,3,3
601,Two tits for a tat,Pavlov strategy,60,Beta = 0.95,180,180
602,Two tits for a tat,Pavlov strategy,116,Beta = 0.99,348,348
603,Two tits for a tat,Pavlov strategy,6,Beta = 0.9,18,18
604,Two tits for a tat,Pavlov strategy,6,Beta = 0.95,18,18
605,Two tits for a tat,Pavlov strategy,47,Beta = 0.99,141,141
606,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
607,Two tits for a tat,Pavlov strategy,7,Beta = 0.95,21,21
608,Two tits for a tat,Pavlov strategy,141,Beta = 0.99,423,423
609,Two tits for a tat,Pavlov strategy,6,Beta = 0.9,18,18
610,Two tits for a tat,Pavlov strategy,4,Beta = 0.95,12,12
611,Two tits for a tat,Pavlov strategy,17,Beta = 0.99,51,51
612,Two tits for a tat,Pavlov strategy,6,Beta = 0.9,18,18
613,Two tits for a tat,Pavlov strategy,7,Beta = 0.95,21,21
614,Two tits for a tat,Pavlov strategy,59,Beta = 0.99,177,177
615,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
616,Two tits for a tat,Pavlov strategy,12,Beta = 0.95,36,36
617,Two tits for a tat,Pavlov strategy,63,Beta = 0.99,189,189
618,Two tits for a tat,Pavlov strategy,7,Beta = 0.9,21,21
619,Two tits for a tat,Pavlov strategy,2,Beta = 0.95,6,6
620,Two tits for a tat,Pavlov strategy,50,Beta = 0.99,150,150
621,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
622,Two tits for a tat,Pavlov strategy,3,Beta = 0.95,9,9
623,Two tits for a tat,Pavlov strategy,161,Beta = 0.99,483,483
624,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
625,Two tits for a tat,Pavlov strategy,7,Beta = 0.95,21,21
626,Two tits for a tat,Pavlov strategy,204,Beta = 0.99,612,612
627,Two tits for a tat,Pavlov strategy,1,Beta = 0.9,3,3
628,Two tits for a tat,Pavlov strategy,64,Beta = 0.95,192,192
629,Two tits for a tat,Pavlov strategy,58,Beta = 0.99,174,174
630,Two tits for a tat,Pavlov strategy,2,Beta = 0.9,6,6
631,Two tits for a tat,Pavlov strategy,7,Beta = 0.95,21,21
632,Two tits for a tat,Pavlov strategy,180,Beta = 0.99,540,540
633,Two tits for a tat,Pavlov strategy,6,Beta = 0.9,18,18
634,Two tits for a tat,Pavlov strategy,36,Beta = 0.95,108,108
635,Two tits for a tat,Pavlov strategy,67,Beta = 0.99,201,201
636,Two tits for a tat,Pavlov strategy,4,Beta = 0.9,12,12
637,Two tits for a tat,Pavlov strategy,13,Beta = 0.95,39,39
638,Two tits for a tat,Pavlov strategy,35,Beta = 0.99,105,105
639,Two tits for a tat,Pavlov strategy,1,Beta = 0.9,3,3
640,Two tits for a tat,Pavlov strategy,7,Beta = 0.95,21,21
641,Two tits for a tat,Pavlov strategy,73,Beta = 0.99,219,219
642,Two tits for a tat,Pavlov strategy,1,Beta = 0.9,3,3
643,Two tits for a tat,Pavlov strategy,151,Beta = 0.95,453,453
644,Two tits for a tat,Pavlov strategy,257,Beta = 0.99,771,771
645,Two tits for a tat,Pavlov strategy,2,Beta = 0.9,6,6
646,Two tits for a tat,Pavlov strategy,4,Beta = 0.95,12,12
647,Two tits for a tat,Pavlov strategy,58,Beta = 0.99,174,174
648,Two tits for a tat,Pavlov strategy,3,Beta = 0.9,9,9
649,Two tits for a tat,Pavlov strategy,12,Beta = 0.95,36,36
650,Two tits for a tat,Pavlov strategy,130,Beta = 0.99,390,390
651,Two tits for a tat,Win stay lose shift,5,5 rounds,15,15
652,Two tits for a tat,Win stay lose shift,100,100 rounds,300,300
653,Two tits for a tat,Win stay lose shift,200,200 rounds,600,600
654,Two tits for a tat,Win stay lose shift,6,Beta = 0.9,18,18
655,Two tits for a tat,Win stay lose shift,16,Beta = 0.95,48,48
656,Two tits for a tat,Win stay lose shift,12,Beta = 0.99,36,36
657,Two tits for a tat,Win stay lose shift,6,Beta = 0.9,18,18
658,Two tits for a tat,Win stay lose shift,3,Beta = 0.95,9,9
659,Two tits for a tat,Win stay lose shift,178,Beta = 0.99,534,534
660,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
661,Two tits for a tat,Win stay lose shift,17,Beta = 0.95,51,51
662,Two tits for a tat,Win stay lose shift,59,Beta = 0.99,177,177
663,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
664,Two tits for a tat,Win stay lose shift,13,Beta = 0.95,39,39
665,Two tits for a tat,Win stay lose shift,47,Beta = 0.99,141,141
666,Two tits for a tat,Win stay lose shift,7,Beta = 0.9,21,21
667,Two tits for a tat,Win stay lose shift,46,Beta = 0.95,138,138
668,Two tits for a tat,Win stay lose shift,185,Beta = 0.99,555,555
669,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
670,Two tits for a tat,Win stay lose shift,17,Beta = 0.95,51,51
671,Two tits for a tat,Win stay lose shift,88,Beta = 0.99,264,264
672,Two tits for a tat,Win stay lose shift,3,Beta = 0.9,9,9
673,Two tits for a tat,Win stay lose shift,33,Beta = 0.95,99,99
674,Two tits for a tat,Win stay lose shift,8,Beta = 0.99,24,24
675,Two tits for a tat,Win stay lose shift,12,Beta = 0.9,36,36
676,Two tits for a tat,Win stay lose shift,5,Beta = 0.95,15,15
677,Two tits for a tat,Win stay lose shift,21,Beta = 0.99,63,63
678,Two tits for a tat,Win stay lose shift,4,Beta = 0.9,12,12
679,Two tits for a tat,Win stay lose shift,31,Beta = 0.95,93,93
680,Two tits for a tat,Win stay lose shift,9,Beta = 0.99,27,27
681,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
682,Two tits for a tat,Win stay lose shift,18,Beta = 0.95,54,54
683,Two tits for a tat,Win stay lose shift,80,Beta = 0.99,240,240
684,Two tits for a tat,Win stay lose shift,17,Beta = 0.9,51,51
685,Two tits for a tat,Win stay lose shift,22,Beta = 0.95,66,66
686,Two tits for a tat,Win stay lose shift,32,Beta = 0.99,96,96
687,Two tits for a tat,Win stay lose shift,7,Beta = 0.9,21,21
688,Two tits for a tat,Win stay lose shift,1,Beta = 0.95,3,3
689,Two tits for a tat,Win stay lose shift,62,Beta = 0.99,186,186
690,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
691,Two tits for a tat,Win stay lose shift,12,Beta = 0.95,36,36
692,Two tits for a tat,Win stay lose shift,162,Beta = 0.99,486,486
693,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
694,Two tits for a tat,Win stay lose shift,10,Beta = 0.95,30,30
695,Two tits for a tat,Win stay lose shift,11,Beta = 0.99,33,33
696,Two tits for a tat,Win stay lose shift,8,Beta = 0.9,24,24
697,Two tits for a tat,Win stay lose shift,12,Beta = 0.95,36,36
698,Two tits for a tat,Win stay lose shift,141,Beta = 0.99,423,423
699,Two tits for a tat,Win stay lose shift,9,Beta = 0.9,27,27
700,Two tits for a tat,Win stay lose shift,9,Beta = 0.95,27,27
701,Two tits for a tat,Win stay lose shift,378,Beta = 0.99,1134,1134
702,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
703,Two tits for a tat,Win stay lose shift,16,Beta = 0.95,48,48
704,Two tits for a tat,Win stay lose shift,5,Beta = 0.99,15,15
705,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
706,Two tits for a tat,Win stay lose shift,58,Beta = 0.95,174,174
707,Two tits for a tat,Win stay lose shift,49,Beta = 0.99,147,147
708,Two tits for a tat,Win stay lose shift,5,Beta = 0.9,15,15
709,Two tits for a tat,Win stay lose shift,4,Beta = 0.95,12,12
710,Two tits for a tat,Win stay lose shift,117,Beta = 0.99,351,351
711,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
712,Two tits for a tat,Win stay lose shift,2,Beta = 0.95,6,6
713,Two tits for a tat,Win stay lose shift,60,Beta = 0.99,180,180
714,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
715,Two tits for a tat,Win stay lose shift,10,Beta = 0.95,30,30
716,Two tits for a tat,Win stay lose shift,7,Beta = 0.99,21,21
717,Two tits for a tat,Win stay lose shift,12,Beta = 0.9,36,36
718,Two tits for a tat,Win stay lose shift,6,Beta = 0.95,18,18
719,Two tits for a tat,Win stay lose shift,198,Beta = 0.99,594,594
720,Two tits for a tat,Win stay lose shift,5,Beta = 0.9,15,15
721,Two tits for a tat,Win stay lose shift,26,Beta = 0.95,78,78
722,Two tits for a tat,Win stay lose shift,5,Beta = 0.99,15,15
723,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
724,Two tits for a tat,Win stay lose shift,8,Beta = 0.95,24,24
725,Two tits for a tat,Win stay lose shift,208,Beta = 0.99,624,624
726,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
727,Two tits for a tat,Win stay lose shift,6,Beta = 0.95,18,18
728,Two tits for a tat,Win stay lose shift,9,Beta = 0.99,27,27
729,Two tits for a tat,Win stay lose shift,1,Beta = 0.9,3,3
730,Two tits for a tat,Win stay lose shift,12,Beta = 0.95,36,36
731,Two tits for a tat,Win stay lose shift,45,Beta = 0.99,135,135
732,Two tits for a tat,Win stay lose shift,9,Beta = 0.9,27,27
733,Two tits for a tat,Win stay lose shift,9,Beta = 0.95,27,27
734,Two tits for a tat,Win stay lose shift,15,Beta = 0.99,45,45
735,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
736,Two tits for a tat,Win stay lose shift,63,Beta = 0.95,189,189
737,Two tits for a tat,Win stay lose shift,146,Beta = 0.99,438,438
738,Two tits for a tat,Win stay lose shift,2,Beta = 0.9,6,6
739,Two tits for a tat,Win stay lose shift,14,Beta = 0.95,42,42
740,Two tits for a tat,Win stay lose shift,224,Beta = 0.99,672,672
741,Two tits for a tat,Win stay lose shift,4,Beta = 0.9,12,12
742,Two tits for a tat,Win stay lose shift,4,Beta = 0.95,12,12
743,Two tits for a tat,Win stay lose shift,94,Beta = 0.99,282,282
744,Two tits for a tat,Never forgive,5,5 rounds,15,15
745,Two tits for a tat,Never forgive,100,100 rounds,300,300
746,Two tits for a tat,Never forgive,200,200 rounds,600,600
747,Two tits for a tat,Never forgive,4,Beta = 0.9,12,12
748,Two tits for a tat,Never forgive,8,Beta = 0.95,24,24
749,Two tits for a tat,Never forgive,165,Beta = 0.99,495,495
750,Two tits for a tat,Never forgive,2,Beta = 0.9,6,6
751,Two tits for a tat,Never forgive,7,Beta = 0.95,21,21
752,Two tits for a tat,Never forgive,325,Beta = 0.99,975,975
753,Two tits for a tat,Never forgive,6,Beta = 0.9,18,18
754,Two tits for a tat,Never forgive,47,Beta = 0.95,141,141
755,Two tits for a tat,Never forgive,61,Beta = 0.99,183,183
756,Two tits for a tat,Never forgive,1,Beta = 0.9,3,3
757,Two tits for a tat,Never forgive,43,Beta = 0.95,129,129
758,Two tits for a tat,Never forgive,121,Beta = 0.99,363,363
759,Two tits for a tat,Never forgive,4,Beta = 0.9,12,12
760,Two tits for a tat,Never forgive,6,Beta = 0.95,18,18
761,Two tits for a tat,Never forgive,10,Beta = 0.99,30,30
762,Two tits for a tat,Never forgive,8,Beta = 0.9,24,24
763,Two tits for a tat,Never forgive,39,Beta = 0.95,117,117
764,Two tits for a tat,Never forgive,135,Beta = 0.99,405,405
765,Two tits for a tat,Never forgive,9,Beta = 0.9,27,27
